"","gamma","alpha","rho","sigma_eps_sq","alpha_tilde","k","Y_inf","obj_fun"
"519",0.639498930496,2.0217144599,0.951459803366,0.891662,1.34142,0.0497578,179.495,2147.5
"520",0.765117501784,3.3804914053,0.946296967026,2.35664,2.64018,0.0551988,162.535,2094.73
"521",0.182819858285,0.520864348937,0.938826906484,0.0124864,0.156397,0.0631242,169.784,2080.35
"522",0.204216708424,0.607821278906,0.930165954927,0.0179889,0.193961,0.0723923,148.743,2126.18
"523",0.344203353314,0.545793163458,0.966954656229,0.0628425,0.220909,0.0336037,249.54,2150.89
"524",0.0705040150733,0.418909787239,0.931142400317,0.00598139,0.0983924,0.0713431,157.977,2159.72
"525",0.340416473451,0.821124356992,0.939971516696,0.0622705,0.339553,0.0619057,162.433,2142.28
"526",1.16791686698e-05,0.331927082588,0.934839308315,0.0027732,0.0651646,0.0673806,163.012,2114.75
"527",1.09340329518e-05,0.308916569048,0.940340496326,0.00252978,0.0596629,0.0615132,177.301,2091.04
"528",0.224356945396,0.61723453565,0.935283390516,0.0199366,0.203197,0.0669057,163.978,2110.16
"529",0.471508675653,1.29908435413,0.937361546927,0.187456,0.675168,0.0646862,154.857,2118.65
"530",0.400728323303,1.01760133506,0.938595247695,0.0994673,0.469186,0.0633709,159.899,2119.64
"531",0.466256960872,1.16976973286,0.945266101423,0.167056,0.600147,0.0562888,170.033,2102.52
"532",0.787214088939,3.19687368555,0.957631305821,2.9891,2.55899,0.0432924,182.995,2114.48
"533",0.595055135791,1.58086163203,0.956921784273,0.508497,0.983778,0.0440336,191.962,2097.49
"534",0.620725138259,1.96528726538,0.946223417862,0.725398,1.27368,0.0552766,163.792,2130.06
"535",0.640774052812,1.96660448325,0.951783547823,0.853082,1.30837,0.0494176,172.66,2127.78
"536",0.67757217515,2.21004311152,0.953208525585,1.15149,1.54426,0.0479216,174.248,2119.48
"537",0.744049781458,2.87660394457,0.951538367352,2.26576,2.1888,0.0496753,167.516,2144.79
"538",0.285121569932,0.583406142746,0.952439579475,0.033211,0.213902,0.0487286,195.049,2107.82
"539",0.561461487558,1.66357498248,0.942371284677,0.378691,0.991662,0.0593559,158.821,2089.02
"540",0.44247260069,1.11474326695,0.942167295455,0.144251,0.551076,0.0595724,163.175,2120.84
"541",0.725980681941,2.67036664388,0.954404146101,1.49937,1.98423,0.0466681,180.791,2067.54
"542",0.814995071772,3.41432937437,0.961105008349,3.33386,2.82156,0.0396716,191.846,2072.24
"543",0.435805909497,1.01729364547,0.948997735712,0.133861,0.494345,0.0523489,183.437,2122.78
"544",0.537514493352,1.25024673005,0.958798971442,0.336254,0.713227,0.0420738,201.274,2130.85
"545",0.487253969477,1.11235506706,0.953948305382,0.20708,0.588051,0.0471458,186.299,2115.77
"546",0.16788199382,0.562200557604,0.928318393145,0.0113888,0.166065,0.0743805,149.064,2083.54
"547",0.760064608252,3.29322239111,0.945587545042,2.32762,2.55747,0.0559488,158.475,2104.15
"548",0.404086230774,1.14453255719,0.929327834848,0.0981278,0.533162,0.0732937,148.539,2100.54
"549",0.482115970368,1.44030328387,0.931537900355,0.195004,0.762855,0.0709184,148.477,2097.93
"550",0.649451570753,1.69783212254,0.966743770703,0.736042,1.13592,0.0338218,229.711,2067.02
"551",0.389135681991,1.04259218002,0.932810103245,0.0789436,0.4729,0.0695536,150.596,2074.18
"552",0.312948723096,0.659747944409,0.950041377347,0.048163,0.256426,0.0512497,186.151,2145.11
"553",0.745910017928,2.60435167958,0.963134538795,1.94048,1.97948,0.0375622,208.556,2098.95
"554",0.404525166574,1.06126495389,0.936793439859,0.0919784,0.492515,0.0652925,160.032,2084.53
"555",0.452916666643,1.28841558612,0.932895416503,0.157028,0.650649,0.0694622,150.77,2112.88
"556",0.451964128588,0.993638668514,0.954527262514,0.140456,0.494562,0.0465391,196.452,2094.73
"557",0.77697700908,2.91907328971,0.960126767665,2.95892,2.30793,0.04069,185.549,2141.32
"558",0.343717349348,0.8280740796,0.940942602157,0.0580859,0.343681,0.0608731,168.004,2113.26
"559",0.0725044343827,0.303884835907,0.953356571341,0.0050353,0.0686764,0.0477663,207.653,2109.25
"560",0.468296488962,0.958584107561,0.960655844564,0.149392,0.488246,0.0401391,216.576,2071.45
"561",0.713579953969,2.39761315182,0.956770754055,1.33294,1.75412,0.0441915,179.399,2065.31
"562",0.581920314769,1.61650113385,0.950074678788,0.450554,0.9906,0.0512147,169.754,2090.31
"563",0.529446769596,1.51441416981,0.944177670107,0.303353,0.857624,0.0574409,174.18,2115.08
"564",0.194561002301,0.559259429475,0.936259697658,0.0141865,0.17255,0.0658624,167.095,2087.53
"565",0.681528376315,2.35875837092,0.94940809094,1.15348,1.65815,0.0519166,167.395,2106.68
"566",0.490581830336,1.16001860236,0.951376461764,0.193048,0.617708,0.0498454,177.934,2081.53
"567",0.251183354571,0.682474101603,0.932824509393,0.0260687,0.238602,0.0695382,155.409,2115.31
"568",0.385142976747,1.09626186429,0.927635896326,0.0738646,0.494582,0.075116,146.989,2062.92
"569",0.092659401233,0.485158814431,0.923091945096,0.00638915,0.121863,0.0800264,143.664,2109.69
"570",0.393555963336,0.86618159024,0.949069683119,0.0936154,0.391821,0.0522731,178.464,2126.44
"571",1.23134215673e-05,0.335962359182,0.934245633072,0.00235994,0.0657585,0.0680159,165.537,2065.38
"572",0.603367396594,2.13512329627,0.931938231059,0.67385,1.35633,0.0704887,142.456,2145.76
"573",0.552256950281,1.71189981834,0.937532401816,0.358392,1.00788,0.064504,153.794,2095.52
"574",0.0317127549188,0.340048884696,0.939480461148,0.00373273,0.0713034,0.0624283,176.043,2125.7
"575",0.207530632112,0.453178940312,0.952519522741,0.0164776,0.141529,0.0486447,193.015,2101.98
"576",0.43023983144,1.01382278722,0.947149973251,0.123857,0.489037,0.0542978,176.177,2111.53
"577",0.500348729953,1.29520875453,0.946779121062,0.225563,0.701277,0.0546895,173.003,2102.65
"578",0.150807002673,0.488040197535,0.936417865921,0.00923127,0.137182,0.0656935,163.87,2072.04
"579",0.0983466449898,0.40535399443,0.939925760853,0.00602584,0.0999394,0.0619544,176.868,2090.7
"580",0.712577914226,2.40100764903,0.958377262908,1.52258,1.75253,0.0425138,190.335,2113.03
"581",0.48748205001,1.32237518289,0.939982224044,0.206947,0.704652,0.0618943,156.432,2105.24
"582",0.400550282922,0.904849724916,0.947896585303,0.100359,0.414541,0.0535099,177.28,2128.67
"583",0.161769726542,0.513736810821,0.934877734142,0.0120805,0.148229,0.0673395,161.475,2126.18
"584",0.479173120492,1.12155105265,0.952392950516,0.217819,0.585024,0.0487776,187.808,2155.68
"585",0.294730412338,0.891706138228,0.920295916774,0.0343351,0.342517,0.08306,140.737,2071.14
"586",0.223903081188,0.585097492299,0.939114974787,0.0191897,0.19189,0.0628174,168.499,2100.34
"587",0.784067006818,3.0919527189,0.95999927642,2.97583,2.4643,0.0408227,191.642,2123.76
"588",0.810715665964,3.21412832874,0.964743783438,3.32746,2.641,0.0358927,205.208,2086.26
"589",0.300926720083,0.824031326165,0.92909877337,0.0458381,0.318874,0.0735402,147.86,2150.07
"590",0.742167972388,3.2498824,0.939982941477,1.81828,2.47198,0.0618936,149.881,2072.48
"591",0.557767250503,1.30311752236,0.959610331302,0.41157,0.767226,0.041228,196.087,2136.26
"592",0.29403395023,0.751169574037,0.93521570439,0.0389238,0.285654,0.0669781,155.411,2120.76
"593",0.446283320398,1.2747066152,0.93104023694,0.150685,0.63784,0.0714528,146.152,2116.13
"594",0.340002264025,0.552165030701,0.965942303119,0.0572729,0.221795,0.0346512,247.359,2134.31
"595",0.50620702607,1.35937434892,0.943901857363,0.220632,0.744223,0.0577331,165.187,2075.93
"596",0.491640052616,1.24351835522,0.947426631936,0.173663,0.663937,0.0540058,173.851,2043.86
"597",0.385167850408,0.936516573303,0.941075553931,0.0840461,0.419641,0.0607319,163.506,2111.1
"598",0.666454738522,2.15115954527,0.952694135638,0.964951,1.48096,0.0484614,175.45,2095.04
"599",0.403048508906,0.878180709022,0.950115548914,0.0989127,0.403834,0.0511717,179.234,2117.12
"600",1.02118450876e-05,0.379018377463,0.925045891278,0.00235807,0.074958,0.0779119,157.046,2064.13
"601",0.446810756061,1.28773810802,0.930891465983,0.146882,0.644484,0.0716126,147.988,2107.47
"602",0.44115485698,1.01369028093,0.949711985987,0.12536,0.497482,0.0515965,180.366,2085.08
"603",0.620417254915,1.74009472862,0.955659783147,0.629229,1.12393,0.0453533,183.187,2091.21
"604",0.550288026022,1.37948851744,0.954735550772,0.339912,0.80438,0.0463209,186.638,2094.82
"605",0.431846367098,0.998261983594,0.949137808909,0.135196,0.481958,0.0522013,182.593,2136.68
"606",0.635492054853,2.06867417407,0.946403169988,0.718167,1.36822,0.0550866,163.704,2084.81
"607",0.537935784499,1.56174744834,0.94100774418,0.320953,0.899112,0.0608039,158.191,2102.79
"608",0.157632519181,0.49313913103,0.937612533389,0.0108709,0.140122,0.0644185,169.55,2108.13
"609",0.553818178863,1.54374013127,0.948348040547,0.336992,0.906603,0.0530337,176.531,2079.91
"610",0.587411333059,1.71611404809,0.949931429819,0.507231,1.05813,0.0513655,180.143,2115.76
"611",0.384527501057,0.682738264598,0.962472229587,0.0844258,0.300059,0.0382501,222.822,2126.81
"612",0.94419055689,4.43997141833,0.981022499443,10.1611,4.21116,0.0191599,305.38,2072.21
"613",0.588907827906,2.19140495012,0.925126813635,0.582066,1.36541,0.0778245,138.402,2137.52
"614",0.156971623107,0.506147695422,0.934858310435,0.0117022,0.144593,0.0673603,160.712,2129.48
"615",0.235514566123,0.591799562563,0.941163828008,0.0212782,0.198214,0.0606381,173.672,2102.5
"616",0.406214357039,0.743218800084,0.962584492695,0.0943833,0.339322,0.0381334,227.655,2102.26
"617",0.400429214531,0.983044295387,0.941663095617,0.101945,0.451977,0.0601077,166.168,2130.97
"618",0.771813509818,3.12705725778,0.953289796017,2.31059,2.46022,0.0478363,170.036,2072.82
"619",0.381236536402,0.972650514886,0.936608373981,0.0766516,0.434202,0.06549,155.586,2089.87
"620",0.761702007939,2.69954535737,0.963530400392,2.16076,2.09272,0.0371512,203.71,2087.61
"621",0.187739331272,0.645926314246,0.921696378479,0.0150994,0.199569,0.0815394,145.96,2117
"622",0.274820480447,0.699584131027,0.936380727054,0.0316154,0.255879,0.0657331,158.279,2110.45
"623",0.415543112956,1.12640998164,0.934389951636,0.119619,0.533682,0.0678614,155.116,2134.44
"624",0.13566600923,0.544457918319,0.923607642507,0.008766,0.150257,0.0794679,146.385,2090.67
"625",0.480683188691,1.12113452565,0.952739310899,0.202459,0.586171,0.048414,188.338,2128.26
"626",0.305855084066,0.673162148426,0.946906186161,0.039913,0.258984,0.0545553,177.901,2103.57
"627",0.101485449602,0.542356418071,0.915272639759,0.006693,0.139769,0.0885333,138.689,2096.79
"628",0.640611518489,1.96127566185,0.95286193376,0.840826,1.30355,0.0482853,178.072,2125.12
"629",0.999999847257,6.34046956806,0.970815806943,19.8863,6.36965,0.0296185,218.257,2120.45
"630",0.378581960461,0.931353640675,0.938698001664,0.0797041,0.413896,0.0632615,155.185,2109.26
"631",0.354107287069,0.730010868837,0.951532365274,0.0644128,0.30697,0.0496816,183.588,2119.79
"632",0.339928780482,0.867193382579,0.935379500231,0.0568904,0.359404,0.0668029,155.691,2112.01
"633",1.43813277345e-05,0.357861472225,0.92916966868,0.00279069,0.0708355,0.0734639,156.365,2115.18
"634",0.674093313664,2.42123417834,0.944499535934,1.06375,1.68764,0.0571001,158.477,2098.65
"635",0.780466738945,2.93402067469,0.964156842643,2.74605,2.32575,0.0365013,209.84,2111.71
"636",1.04066989315e-05,0.340516539042,0.933554373748,0.0026247,0.0664492,0.0687561,168.107,2101.99
"637",0.932485972453,4.99359248443,0.966714704432,10.7305,4.68974,0.0338519,201.596,2113.46
"638",0.985063994656,6.81183129382,0.961290408757,20.8447,6.7488,0.0394787,188.536,2172.09
"639",0.25377415599,0.54155747772,0.951194674528,0.0258193,0.186239,0.0500365,195.799,2116.91
"640",0.581689043065,1.72547305345,0.944984478246,0.443552,1.0587,0.0565868,161.385,2083.11
"641",0.199116645878,0.585557747918,0.933807711482,0.0161687,0.182787,0.0684847,164.237,2115.86
"642",0.25140570429,0.638551338018,0.939446112337,0.0271561,0.221089,0.0624648,172.633,2135.7
"643",0.598429232553,1.72355419871,0.951376864286,0.546971,1.08005,0.049845,177.92,2107.97
"644",0.515964478728,1.34066858321,0.949098181068,0.232222,0.742639,0.052243,180.325,2069.7
"645",0.337564272394,0.887019685339,0.933774801308,0.0536558,0.365651,0.06852,157.845,2101.78
"646",1.02809231189e-05,0.365476903379,0.928173904444,0.00251579,0.0718299,0.0745362,162.102,2087.16
"647",0.497311422189,1.43387524163,0.937450068151,0.237339,0.775632,0.0645918,158.009,2122.09
"648",0.498159185383,1.38570479551,0.939619004183,0.206008,0.750683,0.0622808,157.471,2074
"649",0.704003261858,2.46556867915,0.953241210601,1.37678,1.78253,0.0478873,176.187,2101.75
"650",0.269888956428,0.633871669933,0.942542781332,0.025636,0.228532,0.059174,166.596,2060.08
"651",0.646922068583,1.65541264306,0.966194738204,0.682987,1.10473,0.0343899,219.145,2048.47
"652",0.317267655999,0.84409883119,0.931333441956,0.0462025,0.336472,0.0711379,149.782,2107.04
"653",0.0195289480615,0.373072951157,0.929033415249,0.00322575,0.0782523,0.0736106,149.056,2100.61
"654",0.363637170119,0.714979939465,0.955614751474,0.0647034,0.304379,0.0454004,199.286,2098.09
"655",0.318430123519,0.874318419153,0.929507057538,0.046793,0.348902,0.0731009,151.773,2109.63
"656",0.257895837567,0.638732171308,0.940311016489,0.026812,0.224415,0.0615446,169.901,2110.76
"657",0.245528881027,0.554184410928,0.947647069022,0.0205924,0.188421,0.0537731,184.191,2065.47
"658",0.452473059195,1.06298680334,0.948594122121,0.168974,0.532379,0.0527743,175.262,2146.52
"659",0.1319193635,0.512742198693,0.928218664706,0.00866696,0.139422,0.0744879,153.312,2101.56
"660",0.148773843966,0.419760772406,0.947260614088,0.0105612,0.115189,0.054181,190.755,2128.92
"661",0.891335422627,4.62387385211,0.960518596613,7.60129,4.1609,0.0402819,185.951,2117.02
"662",1.03364317052e-05,0.340569753046,0.93331773841,0.00243481,0.0666858,0.0690096,165.21,2075.97
"663",0.534068301873,1.36975741883,0.950162590208,0.306197,0.781381,0.0511222,173.028,2103.9
"664",0.370021574836,0.899464133278,0.94166553818,0.0778265,0.391156,0.0601051,171.178,2133.23
"665",0.149714306731,0.503189360945,0.93355489343,0.0103164,0.14178,0.0687555,157.953,2108.2
"666",0.563022500771,1.31783478984,0.960443841052,0.396975,0.781527,0.0403598,200.162,2110.64
"667",0.229090032622,0.587055372598,0.94005132852,0.0229123,0.194437,0.0618208,170.045,2142.59
"668",0.235119042391,0.566641267185,0.944249619722,0.0226239,0.188979,0.0573647,179.836,2124.52
"669",0.749588973157,2.10419550165,0.975576696241,1.77628,1.60171,0.0247265,265.277,2066.46
"670",0.625132266754,2.12636388577,0.940821426422,0.752246,1.38844,0.0610019,155.638,2125.86
"671",0.336193564331,0.793653802134,0.941781495055,0.047811,0.32504,0.059982,166.557,2071.35
"672",0.586443325528,1.71940226255,0.947691708554,0.523452,1.06064,0.053726,169.311,2125.13
"673",0.853364213659,3.81820815883,0.962063668851,4.50079,3.29626,0.0386746,187.13,2058.46
"674",0.357412039805,0.865294651438,0.941989164537,0.0652398,0.367278,0.0597615,174.771,2114.64
"675",0.348036883299,0.685008577033,0.954288877421,0.0600317,0.284119,0.0467888,190.489,2115.96
"676",0.134982610124,0.522289857667,0.927346740701,0.0081523,0.143153,0.0754277,152.092,2072.72
"677",0.457609165339,1.28235676708,0.934206734522,0.166863,0.652611,0.0680575,150.51,2119.03
"678",0.480797247568,0.977654302633,0.96213334103,0.193256,0.50792,0.0386022,221.383,2118.61
"679",0.117282890867,0.429114413139,0.939362417149,0.00740124,0.110965,0.0625539,172.868,2100.4
"680",0.294625822548,0.727463964708,0.938658139743,0.0348785,0.275672,0.0633039,164.109,2088.39
"681",1.01528885796e-05,0.338616511925,0.933851290236,0.00251113,0.0661521,0.0684381,167.149,2086.83
"682",0.373145355721,0.823243927095,0.947334456871,0.0781556,0.359855,0.0541031,172.451,2124.5
"683",0.0137684803221,0.406616333481,0.921974801067,0.00310048,0.0836237,0.0812374,153.373,2111.47
"684",0.265184221366,0.542112840167,0.952685876687,0.0257136,0.191074,0.04847,193.196,2081.26
"685",0.472946194803,1.14697545783,0.947643844148,0.198544,0.594814,0.0537765,170.44,2138.48
"686",0.407643003188,0.768639221184,0.961530520234,0.0947027,0.3518,0.039229,227.979,2100.09
"687",0.119846363886,0.48268883055,0.930218509195,0.00917848,0.12763,0.0723358,154.136,2154.27
"688",0.34497536098,0.916082523691,0.930574590705,0.0549852,0.385451,0.071953,143.874,2080.37
"689",0.724166681801,1.78341891796,0.977774772857,1.53088,1.31372,0.0224759,279.56,2091.89
"690",0.534561310161,1.55389070462,0.941126179374,0.279611,0.889524,0.0606781,160.689,2069.49
"691",0.665064589993,1.74334247841,0.965688317476,0.823447,1.19375,0.0349141,207.862,2054.81
"692",0.486554223554,1.11127014913,0.954467019771,0.201414,0.586226,0.0466022,190.903,2110.16
"693",0.526099336951,1.39083477578,0.947576402036,0.269737,0.784141,0.0538477,171.067,2085.54
"694",0.342579340013,0.600776422139,0.962081218224,0.0567824,0.243732,0.0386564,228.428,2120.56
"695",0.477985922611,0.934440404731,0.963864742012,0.19794,0.482785,0.0368043,226.645,2134.61
"696",0.12627278171,0.484656584424,0.931489279865,0.00865369,0.12971,0.0709706,156.804,2118.42
"697",0.42991673964,1.09225852693,0.941665751735,0.127558,0.527914,0.0601049,167.948,2119.57
"698",0.847343895365,3.70768082751,0.963718166838,5.1584,3.17796,0.0369564,196.069,2120.73
"699",0.652342421644,2.03851871908,0.952539669195,0.820255,1.37727,0.0486235,174.667,2083.07
"700",0.229142330052,0.587583775658,0.939666314343,0.0207512,0.194974,0.0622305,167.165,2109.47
"701",0.516207014492,1.47954830006,0.938968413579,0.291045,0.824785,0.0629734,155.084,2132.05
"702",0.42543173104,1.01178236939,0.94415674543,0.122481,0.486288,0.0574631,161.934,2116.04
"703",0.475464642291,1.21746847166,0.94446307577,0.195911,0.6344,0.0571387,167.777,2126.52
"704",0.400338705182,1.07317123906,0.934396795239,0.0855739,0.495235,0.0678541,155.905,2070.86
"705",0.447009255007,0.781602870515,0.968833509952,0.130661,0.38055,0.0316625,269.836,2095.27
"706",0.298636374665,0.741068134077,0.937830818765,0.0362826,0.283479,0.0641857,160.885,2088.02
"707",0.67786042279,2.00489764443,0.960677851798,1.10978,1.39836,0.0401161,194.114,2111.53
"708",0.593688527032,1.802626022,0.945498347835,0.505867,1.1247,0.0560431,163.809,2091.71
"709",0.380788511034,0.885909510432,0.944409061395,0.071246,0.392935,0.0571959,169.987,2073.17
"710",0.112266334521,0.441532527145,0.935423562185,0.00759708,0.114146,0.0667558,159.793,2116.94
"711",0.346595092606,0.972196367157,0.927715714518,0.0603901,0.409243,0.0750299,148.725,2109.27
"712",0.509249020209,1.2127594543,0.953705489337,0.241707,0.663891,0.0474004,186.691,2102.71
"713",0.366938411428,0.897925856975,0.940659552933,0.0702372,0.388824,0.061174,167.843,2108.04
"714",0.406448637635,0.852749591375,0.954489026071,0.0960741,0.39211,0.0465791,200.047,2103.95
"715",0.379577004754,1.01281094596,0.932663254018,0.0779676,0.451776,0.0697111,150.618,2097.71
"716",0.61066002775,1.89134162158,0.945982869659,0.601591,1.20898,0.0555308,162.383,2098.28
"717",0.342446747259,0.7855740544,0.945224488495,0.0556531,0.323793,0.0563328,179.239,2107.14
"718",0.658718322628,1.81976789984,0.963428386709,1.01462,1.23529,0.0372571,209.22,2140.13
"719",0.345823695653,1.00635974318,0.922521245735,0.0581791,0.425502,0.0806449,137.723,2092.13
"720",0.270796842518,0.664851374574,0.940449930346,0.0290234,0.23959,0.0613969,170.851,2100.18
"721",0.413803220421,0.922463944456,0.9505682152,0.114116,0.43115,0.0506954,187.549,2135.47
"722",0.455538695184,1.03064604349,0.953788519908,0.140902,0.515711,0.0473133,199.443,2087.04
"723",0.545621310337,1.22680374031,0.961877988163,0.305532,0.707492,0.0388677,211.328,2078.68
"724",0.257791734051,0.726696253548,0.928924781516,0.0261184,0.258412,0.0737275,149.485,2093.9
"725",0.626554364114,1.84229934383,0.954208520299,0.836203,1.20009,0.0468731,183.594,2164.7
"726",0.512075025645,1.37151088357,0.943806815738,0.245628,0.75851,0.0578338,161.157,2091.89
"727",0.642280346417,1.67978547011,0.964966021741,0.727156,1.11393,0.0356624,218.331,2081.81
"728",0.180976942977,0.616721572096,0.924341441045,0.0133602,0.187271,0.0786738,149.6,2099.35
"729",0.086278822434,0.430373309575,0.932847516746,0.0052375,0.104285,0.0695135,164.28,2076.19
"730",0.368071701578,0.80439594164,0.948378361341,0.0684521,0.347697,0.0530017,178.059,2098.79
"731",0.385603784738,0.863941536521,0.948082727156,0.0951318,0.385056,0.0533135,180.615,2155.29
"732",0.53676722501,1.36702613317,0.952631645108,0.264375,0.781143,0.048527,185.237,2052.96
"733",0.355719798968,0.885394985846,0.93818436935,0.0688129,0.376768,0.0638088,160.963,2130.39
"734",0.211928322965,0.690275245247,0.921686714952,0.0185637,0.224602,0.0815499,144.251,2112.88
"735",0.999999253951,6.26789231542,0.97239868758,17.3838,6.29549,0.0279894,228.088,2078.45
"736",0.181322465684,0.453507732153,0.947764353587,0.0144458,0.134467,0.0536494,183.967,2133.34
"737",0.134993728522,0.421677336337,0.94378779833,0.00823363,0.113136,0.0578539,177.932,2084.25
"738",0.407172555665,1.18698167747,0.927322853542,0.097353,0.555984,0.0754535,147.994,2088.98
"739",0.323608014243,0.646087663767,0.954115068836,0.040795,0.254964,0.046971,200.252,2065.38
"740",0.39864001994,0.961435311337,0.944566909257,0.0909692,0.4387,0.0570288,179.332,2104.72
"741",0.170365141413,0.587744507249,0.92595354279,0.0128039,0.174178,0.0769312,151.545,2116.74
"742",0.18085973569,0.574135428931,0.930234400252,0.0140547,0.173604,0.0723187,154.556,2117.51
"743",0.59797289979,1.62556488113,0.955330256876,0.490128,1.01671,0.0456982,186.056,2076
"744",0.339578064955,0.869359988562,0.9352298956,0.0615632,0.359986,0.0669629,156.184,2138.62
"745",0.35456570949,0.856964301099,0.941226195083,0.0676789,0.362624,0.0605718,169.374,2131.87
"746",0.509655037985,1.21933643999,0.952708654067,0.26147,0.668732,0.0484461,180.864,2125.06
"747",0.25649565003,0.750266091768,0.925414032905,0.0305372,0.267026,0.077514,144.37,2144.85
"748",0.358479775777,0.755742456612,0.950455306616,0.0661535,0.320463,0.0508141,182.692,2116.31
"749",0.308096430507,0.703081460676,0.944369561286,0.03991,0.272247,0.0572377,173.151,2095.76
"750",0.373574232951,0.749303259094,0.953483147967,0.0689767,0.326437,0.0476335,184.127,2085.88
"751",0.224771807189,0.571064648867,0.941423438121,0.0203132,0.186936,0.0603623,174.636,2118.6
"752",0.622700413395,2.24424423861,0.935986866475,0.70705,1.4615,0.0661538,151.942,2111.16
"753",0.777686956788,2.82259621754,0.966575883959,2.59371,2.22852,0.0339955,221.494,2103.09
"754",0.442558881259,1.0621206098,0.947136666906,0.117881,0.522914,0.0543119,177.383,2061.12
"755",0.291415470226,0.425230096527,0.970845753529,0.0311891,0.153073,0.0295877,296.056,2079.04
"756",0.100215586627,0.479990097544,0.925854666458,0.00615486,0.122248,0.077038,146.859,2078.12
"757",0.334017353419,0.771278358204,0.942978904973,0.0499604,0.314641,0.0587114,166.259,2091.16
"758",0.469052871911,1.02458858479,0.956066053809,0.168934,0.52452,0.0449283,197.713,2105.16
"759",0.159151800236,0.583852339806,0.922642872241,0.0122098,0.170278,0.080513,142.243,2126.62
"760",0.786603628783,2.92800643828,0.963537980657,2.51335,2.33964,0.0371434,198.431,2064.31
"761",0.213403481663,0.532586161503,0.944008577374,0.0186619,0.169647,0.05762,180.276,2125.01
"762",0.158911647173,0.444716327694,0.944343102134,0.0103546,0.126328,0.0572657,173.822,2087.57
"763",0.426961139751,0.851277308642,0.95762708687,0.112536,0.405835,0.0432968,198.722,2094.29
"764",0.558338005974,1.69491973871,0.940864502161,0.38535,1.00547,0.0609561,159.92,2104.02
"765",0.670603962884,2.20054482019,0.95177303728,1.02856,1.52392,0.0494287,172.306,2102.58
"766",0.350629608315,0.865435022721,0.939549411585,0.0562057,0.363898,0.0623549,167.251,2083.05
"767",0.145746775774,0.569590043819,0.921629136609,0.0116968,0.161387,0.0816124,142.054,2151.28
"768",0.221701468168,0.599787945452,0.934944151827,0.0190118,0.19803,0.0672685,151.568,2094.45
"769",0.480524787997,0.922629314187,0.9639845329,0.160982,0.479362,0.03668,218.51,2059.32
"770",0.651287223516,2.25246774124,0.944557056168,0.909276,1.52245,0.0570392,161.809,2114.56
"771",0.299823067384,0.744277581925,0.937340957747,0.0419151,0.285811,0.0647082,157.862,2129.15
"772",0.344151572034,0.676417894463,0.95446610742,0.0521038,0.278324,0.0466031,192.533,2082.31
"773",0.75197279222,2.89552564684,0.954507022739,1.97868,2.22285,0.0465603,176.216,2081.27
"774",0.386228612458,0.852638690913,0.948874764881,0.0798455,0.380439,0.0524785,180.644,2097.45
"775",0.442128811498,1.29167482922,0.929259627768,0.139816,0.641827,0.0733671,146.631,2104.29
"776",0.464515280855,1.21065753814,0.94103799858,0.167627,0.621331,0.0607718,159.133,2104.42
"777",0.470830717943,1.13053968276,0.947905916433,0.169895,0.584387,0.0535,169.791,2094.38
"778",0.664500452009,2.07570746388,0.95532391229,1.07597,1.42398,0.0457048,183.019,2137.19
"779",0.121214528019,0.538213425504,0.921956600695,0.00745366,0.143283,0.0812571,150.239,2083.67
"780",0.391507868125,0.902866269374,0.946891678041,0.0865571,0.406588,0.0545706,181.099,2109.08
"781",0.421418710048,1.02036780144,0.944893893807,0.114735,0.485108,0.0566826,174.409,2111.85
"782",0.320331787414,0.655884976171,0.952581859989,0.0470407,0.257519,0.0485792,196.822,2119.93
"783",0.507074878093,1.30223838126,0.947435178553,0.267434,0.712897,0.0539968,171.028,2136.96
"784",0.094712743325,0.369176326831,0.946367221529,0.0055406,0.0885985,0.0551246,200.288,2081.04
"785",0.460107261763,1.04547541952,0.950824450387,0.157624,0.530206,0.0504258,175.577,2102.5
"786",0.632090473376,1.44373534559,0.973945529284,0.632319,0.938626,0.0263999,290.161,2073.9
"787",0.61277184548,1.72426866668,0.956157863522,0.595354,1.10043,0.0448323,192.38,2097.45
"788",0.665094698743,1.92419910581,0.962351997797,0.935052,1.31742,0.038375,209.628,2096.09
"789",0.183201742394,0.539212434988,0.935317147107,0.0134329,0.163468,0.0668696,157.691,2096.62
"790",0.68894210202,1.95729178841,0.963975653338,1.03949,1.38449,0.0366892,199.61,2060.12
"791",0.556226647502,1.65858270901,0.943952075493,0.396063,0.978596,0.0576799,170.994,2122.92
"792",0.761071820436,2.85354165637,0.959512424914,2.61876,2.21224,0.04133,191.857,2148.47
"793",0.748084789955,2.6745285338,0.959483720803,2.03917,2.04129,0.0413599,188.587,2104.96
"794",0.277764928861,0.839996899575,0.921055386306,0.0292631,0.312266,0.0822351,141.263,2068.91
"795",0.00764059494424,0.349426658291,0.932030031163,0.00267719,0.0706398,0.0703902,154.857,2077.69
"796",0.618987920421,1.71923018532,0.957483506674,0.573569,1.1067,0.0434468,193.532,2068.26
"797",0.509439722524,1.41035669464,0.941229253833,0.24683,0.777262,0.0605685,158.948,2100.18
"798",0.27132839505,0.551494625929,0.952961008768,0.0272641,0.196675,0.0481813,194.901,2083.28
"799",0.442474798531,1.22818386651,0.932980348665,0.141532,0.61046,0.0693711,147.361,2107.47
